,Customer Id,prediction
0,Q5OK4L2Q5XNH,0.46930473465093814
1,CBHVMVE7TRP5,0.8218930232631397
2,9UGHQ91U4F0M,0.07599463314323227
3,3UWXWMZK4ZGL,0.22286308807848815
4,5CGEMLMBOPES,0.1443667530225402
5,SPJ0K6KGDGN7,0.4809053703796664
6,9EFRT3UC3PDN,0.7139702483046474
7,7BH09UOH5SVF,0.36503240029551953
8,VYY6N0NLM8UE,0.16901386405284324
9,NVER903056B7,0.316278610811734
10,WRHLQZGSZ8L6,0.4808643837187015
11,FU9LL0FQCNOP,0.30796760194895606
12,PC4N9XPMSQSA,0.18596378612599604
13,5N6XLMQL0V3K,0.21321198901189983
14,EG7O0UFBKDUG,0.5669545854276554
15,PY0ZWYLSCJZN,0.10105487860171454
16,N1UGI6V7H2WF,0.5098038099331359
17,MZOC6IE8IMNV,0.13072281038923683
18,HDPPLWUTUDQ1,0.11799828292221494
19,ZCOU6WAGN26Y,0.2714666183066847
20,MHVC11TV0MGA,0.7592281845974179
21,WI63WG1KBKZ6,0.3287178976063537
22,T2IZWIEZDJ0C,0.2739047395245096
23,R0D8BZ9552RG,0.9280979167677817
24,SA7E3RJY86MZ,0.31954747560032604
25,XDNO84VA3P7H,0.2554931627097674
26,5XA7H43SW76F,0.21198661968567734
27,ZP06NQEP3Z6K,0.33026573633504486
28,AY113SQ9H4BJ,0.135107451992633
29,HLT8JUJLAJEF,0.4300044094806066
30,Z2SZEAUNILWX,0.24960037795812554
31,T3LZ5Y77PTZA,0.4112566326496005
32,CPE6L9FCCPOI,0.6941023698718572
33,2WFF7OD1QSBB,0.35075554423151106
34,40ZCZ5JB1EBG,0.3153900191171944
35,9UJEWJSQ3LT1,0.31014942451212996
36,1OUNUKM23I42,0.8442235557104798
37,XU3RFC2L0LZG,0.09742792474774911
38,UHEDKKMNF58W,0.3213289809785685
39,9YWZ8J7UCMQ7,0.29156332549074915
40,4T2SO9DSWH9E,0.7428438549513656
41,33E7RTVWQ3FN,0.8449868854187879
42,M9AQOH3SYYBR,0.15727425863836916
43,FUTCMN69MGAH,0.17452842489376502
44,W9XOYIFUQPW4,0.7399640223480528
45,JO9BNZRBO0CA,0.09257561227868193
46,X72IQEIU1QKM,0.13305435604410285
47,VCV8VAM4N7HS,0.603632462040703
48,MI48MY1LTM4M,0.21832128170235462
49,WA6DE0HPRBMB,0.4875531206893243
50,2YRA9VKRZOQE,0.31014942451212996
51,97I94WYVT5PC,0.10330640875937355
52,FSM0JLCCR7AY,0.19390976901170123
53,UPHJGLQV45WW,0.3840792365316783
54,KW9LR65SYQGF,0.7899634159350493
55,DQOTO5YKORYK,0.0991722845494143
